"","LSOA code","LSOA name","LAD code","LAD name","ITL1 code","ITL1 name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","GEOGRAPHY_NAME","OBS_VALUE"
"120","E01012078","Middlesbrough 005A","E06000002","Middlesbrough","TLC","North East (England)",7.121473903,7.181041114,7.569597405,7.741657625,8.103724356,8.130327917,9.073761802,9.286213869,9.84294429,9.91655949,10.62904833,10.21654217,10.28435219,9.643033765,9.406555071,9.164775852,18.01730857,12.34018297,12.60190389,11.91041907,15.61976189,15.13710337,13.37393158,"Middlesbrough 005A",500
"121","E01012079","Middlesbrough 005B","E06000002","Middlesbrough","TLC","North East (England)",3.775026238,3.92989613,3.987280958,3.95411908,3.843823551,3.561191351,3.844521302,4.41760891,4.808884002,5.126607328,5.212008985,5.120166463,4.896569949,5.271755572,5.547506133,7.276587303,6.70948951,14.25712628,12.7279391,12.44359566,5.51838132,10.09399317,13.37393158,"Middlesbrough 005B",290
"122","E01012080","Middlesbrough 005C","E06000002","Middlesbrough","TLC","North East (England)",8.566289986,8.989074741,9.231723115,9.323875653,9.352255222,9.20302165,9.992544053,11.22773137,12.23127161,13.37992297,14.03526648,13.89086458,13.57675318,14.50683377,15.5582944,12.6239588,18.01730857,4.154573666,12.7279391,5.259542088,8.921895675,9.019206189,9.262153398,"Middlesbrough 005C",197
"123","E01012081","Middlesbrough 005D","E06000002","Middlesbrough","TLC","North East (England)",14.57277825,15.44507399,15.48394908,15.57540838,16.43960722,17.1950849,18.49881096,19.52284312,22.17550475,22.62698514,21.75701525,22.31671934,22.13414306,23.00209259,26.03091307,18.82199126,18.58348194,17.3345238,16.78333572,16.09241301,13.49744848,13.40067787,9.870502184,"Middlesbrough 005D",662
"124","E01012082","Middlesbrough 010A","E06000002","Middlesbrough","TLC","North East (England)",3.035495169,3.254254773,3.156301026,3.204336661,3.263167749,3.064936504,3.350864348,3.61410416,3.9485076,4.000513207,4.140274509,4.226503672,4.022860364,4.038837599,4.178071946,4.390112013,4.260485029,4.916876491,4.590382488,4.058907905,4.860681067,4.756326193,4.749182068,"Middlesbrough 010A",167
"125","E01012083","Middlesbrough 010B","E06000002","Middlesbrough","TLC","North East (England)",1.826351383,1.899982227,1.885997059,1.842121802,1.775091322,1.673903905,1.829272186,2.08846483,2.386163453,2.417096413,2.457238665,2.509881148,2.381242814,2.552345335,2.644328515,2.220771894,2.901319128,3.009754913,2.561474531,3.030965667,2.68991194,3.16386387,2.806660382,"Middlesbrough 010B",106
"126","E01012084","Middlesbrough 010C","E06000002","Middlesbrough","TLC","North East (England)",2.856521339,3.127853738,3.226667324,3.351234312,3.513070331,3.557844701,3.959406546,4.313802666,4.332726336,4.55243255,4.573419375,4.817957346,4.900838819,4.939032319,5.171973416,5.277520578,5.258456504,5.400158212,4.932395009,5.07731327,1.278156464,2.498960204,2.365412236,"Middlesbrough 010C",176
"127","E01012085","Middlesbrough 010D","E06000002","Middlesbrough","TLC","North East (England)",2.420734218,2.551069808,2.610410197,2.642686451,2.679579499,2.733320667,3.021985246,3.339760099,3.668370023,3.774172928,3.805525525,3.936428966,3.94457067,4.111495266,4.277481351,3.330164077,4.241848755,4.055506386,8.28311431,5.156665503,5.90702785,3.081816674,2.869168972,"Middlesbrough 010D",237
"128","E01012088","Middlesbrough 004E","E06000002","Middlesbrough","TLC","North East (England)",2.091915637,2.281705437,2.319138875,2.379560808,2.581727546,2.575275983,3.007224594,3.267104591,3.259449479,3.405441386,3.451900415,3.494222865,3.440250657,3.723480739,3.840581322,2.882004922,4.159020783,5.10797362,5.067964824,4.983886133,7.278285766,6.48292108,6.489613484,"Middlesbrough 004E",337
"129","E01012089","Middlesbrough 007D","E06000002","Middlesbrough","TLC","North East (England)",3.069439668,3.29683727,3.315916028,3.399792908,3.422934531,3.431153601,3.693219349,4.098146335,4.368759554,4.491313345,4.756662436,5.124795568,4.925954088,4.815316825,5.06723356,4.697914585,5.155718875,6.218901023,5.453769563,11.61656467,12.93890861,8.887917125,10.76084923,"Middlesbrough 007D",295
"130","E01012090","Middlesbrough 007E","E06000002","Middlesbrough","TLC","North East (England)",1.326263645,1.444855155,1.491195791,1.450794847,1.460896955,1.490280724,1.684992919,1.849460983,1.934549952,2.03310778,2.09819496,2.390059245,2.396914917,2.695238028,2.668801766,3.382054933,4.732308841,3.634977031,3.637047814,3.072927987,1.125500011,0.501382643,1.938317481,"Middlesbrough 007E",122
"131","E01012091","Middlesbrough 007F","E06000002","Middlesbrough","TLC","North East (England)",2.328891085,2.552217577,2.641555832,2.629179308,2.6613029,2.749995991,3.117048093,3.394751402,3.507506596,3.646145723,3.750948003,4.239382039,4.255953212,4.6415852,4.590628527,4.109728304,5.20617869,5.937667273,6.33214578,5.607132489,1.80267692,1.933622223,4.384865666,"Middlesbrough 007F",206
"132","E01012092","Middlesbrough 001D","E06000002","Middlesbrough","TLC","North East (England)",26.23390946,27.04465076,24.97103007,23.02249312,23.92227285,25.72974171,29.29999802,31.57820343,38.43517921,41.23047743,44.54594285,51.11780473,44.45148474,38.14758444,36.66608422,40.123303,24.39965228,54.29739867,84.27934199,87.71559665,79.10496477,92.39499285,80.53202126,"Middlesbrough 001D",1130
"133","E01012093","Middlesbrough 001E","E06000002","Middlesbrough","TLC","North East (England)",5.980457647,6.149426892,6.321808841,6.402040743,6.501171598,6.477186897,7.041258836,7.719901438,8.316548487,9.132174923,9.257450574,8.898233969,9.055439243,9.85109112,10.2663538,9.187747592,24.39965228,2.027970224,2.006259552,2.133654077,2.095239687,2.144454151,2.093846719,"Middlesbrough 001E",218
"134","E01012094","Middlesbrough 001F","E06000002","Middlesbrough","TLC","North East (England)",28.31082137,30.47678332,34.24572644,43.31081041,47.65186258,52.72907183,56.03119183,56.01769924,56.77341039,53.44803376,52.03007659,48.1625041,46.81475946,50.26730555,49.40826815,56.54347437,58.85270975,67.84933452,83.73043426,87.73543806,64.27230928,71.47308701,72.63087616,"Middlesbrough 001F",1045
"135","E01012095","Redcar and Cleveland 010A","E06000003","Redcar and Cleveland","TLC","North East (England)",3.472859189,3.415698108,3.737119293,3.875784659,3.995089668,4.122780555,4.224096024,4.74839284,4.965711029,4.869535906,4.756554354,4.632352438,4.341123944,4.443292237,4.764492328,4.379522227,5.31745051,12.45855172,9.325728945,8.696725414,12.86403841,5.260850459,5.264189129,"Redcar and Cleveland 010A",205
"136","E01012096","Redcar and Cleveland 013A","E06000003","Redcar and Cleveland","TLC","North East (England)",6.363379854,7.007197789,7.320056157,7.391341867,7.423645924,8.579822274,8.892183693,8.916276036,8.706101975,9.234303005,9.47643825,8.42735727,8.942888999,9.729673198,9.338527716,8.733230862,5.710795724,6.040371682,8.226716909,8.424912027,7.950044707,8.724564625,7.949703359,"Redcar and Cleveland 013A",487
"137","E01012097","Redcar and Cleveland 010B","E06000003","Redcar and Cleveland","TLC","North East (England)",5.262785782,5.518058983,5.974695616,6.274151246,6.590654514,6.892698516,7.306780974,7.798670108,7.766090533,8.185945943,8.159119798,8.430233877,8.351550529,8.601531186,8.550175654,8.663821593,10.57422162,9.20369212,11.20642936,9.942751488,11.11027505,12.9415779,12.03229709,"Redcar and Cleveland 010B",252
"138","E01012098","Redcar and Cleveland 010C","E06000003","Redcar and Cleveland","TLC","North East (England)",48.07082633,60.39763621,34.52359027,33.13250414,55.09585102,42.88311558,42.04779337,38.67033068,54.2522042,57.45184818,36.4361301,42.04059225,55.87211517,56.4762341,53.57583189,47.96779794,29.47052277,31.85335411,47.06107772,55.28776409,46.7582338,43.35284335,37.88544415,"Redcar and Cleveland 010C",333
"139","E01012099","Redcar and Cleveland 010D","E06000003","Redcar and Cleveland","TLC","North East (England)",6.872903766,7.363188568,34.52359027,33.13250414,8.83155108,42.88311558,42.04779337,38.67033068,10.87845395,11.55526858,36.4361301,11.66358764,11.68343285,12.30858809,12.31510155,11.48475904,10.05227895,8.018092254,8.53507703,7.8781,7.684080932,7.598356474,7.063968755,"Redcar and Cleveland 010D",352
"140","E01012100","Redcar and Cleveland 001A","E06000003","Redcar and Cleveland","TLC","North East (England)",33.17064278,36.76585531,35.67961343,36.69727344,40.15655663,42.65148772,48.81207757,49.6796155,56.27954495,56.75312624,56.62415661,60.45453708,59.22418109,57.88467043,66.27525166,71.78540932,65.53792979,71.25397562,65.95773231,60.76821264,68.25821993,71.47359422,62.24989337,"Redcar and Cleveland 001A",2339
"141","E01012101","Redcar and Cleveland 001B","E06000003","Redcar and Cleveland","TLC","North East (England)",6.735816773,6.663718475,6.974975833,7.188025053,7.484424371,8.166213573,9.072801075,9.566808353,10.05714295,10.08396064,10.10344079,9.87640909,10.06136009,9.748953145,10.76059102,41.94644691,37.95680325,43.98932396,40.78176456,42.87848065,44.68690055,50.82927078,55.04029868,"Redcar and Cleveland 001B",978
"142","E01012102","Redcar and Cleveland 001C","E06000003","Redcar and Cleveland","TLC","North East (England)",20.43836016,21.53619009,21.91114275,23.42029262,25.03879408,25.31826057,27.19106742,27.426025,29.54118201,29.56460642,29.42762521,29.60445983,29.65631537,30.02090748,29.01496793,33.26921739,31.36839607,30.30926917,28.42194469,27.17540849,32.3972844,29.55624309,21.55429787,"Redcar and Cleveland 001C",1443
"143","E01012105","Redcar and Cleveland 002A","E06000003","Redcar and Cleveland","TLC","North East (England)",3.268461134,3.262186511,3.527288686,3.60635907,3.676317298,3.762841065,3.833770184,4.09957531,4.208399379,4.301872718,4.294991312,4.352281966,8.518646603,8.573191106,7.061524739,4.616395092,4.430184872,4.346680855,4.729574356,4.805007547,4.569886002,4.588407453,4.887633129,"Redcar and Cleveland 002A",169
"144","E01012106","Redcar and Cleveland 003C","E06000003","Redcar and Cleveland","TLC","North East (England)",6.549724411,6.650457341,6.924736797,7.47067075,7.719942414,8.45248577,9.060449868,10.11270521,10.40348342,9.971146927,10.29685991,10.27184346,10.32966771,9.73022269,10.14061076,8.281087146,10.76573322,10.15394002,12.06147315,10.62481129,13.60147889,13.64549254,13.70537809,"Redcar and Cleveland 003C",411
"145","E01012107","Redcar and Cleveland 003D","E06000003","Redcar and Cleveland","TLC","North East (England)",173.2386099,196.1188657,181.6222109,187.4799499,181.1358438,218.4261093,220.5171995,202.2044237,183.8478173,195.7546016,220.836197,202.2494122,270.0521164,240.7773027,236.7976075,223.5103485,290.8202046,230.398217,190.2183175,163.9271447,173.1828859,210.9500228,222.8767219,"Redcar and Cleveland 003D",3962
"146","E01012108","Redcar and Cleveland 011A","E06000003","Redcar and Cleveland","TLC","North East (England)",2.298435567,2.267281635,2.389779796,2.40990092,2.414319468,2.411886115,2.412732616,2.549239399,2.728578354,2.727944623,2.747434217,2.729900501,2.548683807,2.524130238,2.584027748,2.473323019,2.795751262,3.656132376,3.222826906,3.121374243,3.086497027,3.38768575,3.747776393,"Redcar and Cleveland 011A",140
"147","E01012109","Redcar and Cleveland 011B","E06000003","Redcar and Cleveland","TLC","North East (England)",6.37216283,6.465627203,7.040162661,7.248555293,7.855706643,9.098721703,9.991919989,10.52148879,12.20905909,12.43635689,12.5855293,12.69554235,12.87647675,13.89777015,14.88368082,13.52874513,13.70552463,14.02116903,12.74543124,14.00475571,14.92388941,10.89262878,4.545088529,"Redcar and Cleveland 011B",315
"148","E01012110","Redcar and Cleveland 011C","E06000003","Redcar and Cleveland","TLC","North East (England)",4.835353217,5.169315285,5.17491961,5.161717237,5.389190058,5.627570359,6.240047638,6.56945864,7.077392662,7.141667684,7.093315642,7.353108258,6.922273613,7.123693955,8.173342369,8.614223226,9.008361778,9.094037811,8.6493274,7.670669597,9.119900642,8.458775772,6.034046905,"Redcar and Cleveland 011C",231
"149","E01012111","Redcar and Cleveland 011D","E06000003","Redcar and Cleveland","TLC","North East (England)",3.293489745,3.293459206,3.646728089,3.767885049,3.615759005,3.669425483,3.82626483,3.996721756,4.203841739,4.131438781,4.299415366,4.085603457,3.957182336,4.440583453,4.847937749,6.290311753,5.779412415,21.95400842,17.89286529,16.30487241,9.236635824,15.81923378,26.9697783,"Redcar and Cleveland 011D",304
"150","E01012112","Redcar and Cleveland 015A","E06000003","Redcar and Cleveland","TLC","North East (England)",2.987206048,3.09773556,3.325195197,3.433684132,3.50890301,3.444620448,3.598612901,3.834385512,4.009186184,4.175930855,4.255255709,4.29037959,4.246105386,4.447258382,4.652705088,5.670671117,5.417176682,12.35455029,11.94080763,13.26663663,11.52372599,11.26823178,17.57387289,"Redcar and Cleveland 015A",686
"151","E01012113","Redcar and Cleveland 009A","E06000003","Redcar and Cleveland","TLC","North East (England)",12.77598656,13.32917449,14.11068286,14.41527718,14.86427017,14.95100555,16.28276049,10.69162967,11.34037923,12.556827,12.91677909,12.49351689,12.27943334,17.14059216,17.57364076,9.55184054,9.663384123,1.327260788,0.730820294,1.430610534,1.368061875,1.490471228,1.698643895,"Redcar and Cleveland 009A",115
"152","E01012114","Redcar and Cleveland 009B","E06000003","Redcar and Cleveland","TLC","North East (England)",5.627735125,6.266873819,6.749270732,6.988376171,7.673042201,8.118456402,8.315515816,9.203437857,9.427858685,10.01353208,9.700256051,9.733941682,9.710277445,17.14059216,17.57364076,7.715680811,9.691538029,7.816372967,8.480864614,10.25058248,6.495313925,7.766339601,7.105373516,"Redcar and Cleveland 009B",249
"153","E01012117","Redcar and Cleveland 018A","E06000003","Redcar and Cleveland","TLC","North East (England)",42.62456413,46.54496288,48.09846828,53.08014161,56.20343387,59.17831566,64.12702403,64.07035795,70.42647306,71.01649328,73.63622063,76.97551029,77.84788616,74.79105,78.7828769,78.45405916,71.97027832,73.0741845,63.97883998,59.4414952,60.51720263,61.26361026,66.71439931,"Redcar and Cleveland 018A",2441
"154","E01012118","Redcar and Cleveland 018B","E06000003","Redcar and Cleveland","TLC","North East (England)",5.000860764,5.078230878,5.28385703,5.317891017,5.448702457,5.597293919,5.907025549,6.208626838,6.740711382,7.033836005,7.099278208,7.037112819,6.82717015,7.179327276,7.338233247,7.887013412,6.402009579,3.094210328,2.918980608,3.036851383,3.7281626,4.366727473,4.037877911,"Redcar and Cleveland 018B",182
"155","E01012119","Redcar and Cleveland 018C","E06000003","Redcar and Cleveland","TLC","North East (England)",12.88764892,13.1587338,14.05468724,14.72188378,15.94728816,16.64926231,17.78284269,18.78410863,19.27230488,19.90272151,20.67012569,21.34006359,21.5587263,21.68244854,22.301816,18.82922094,17.30964939,21.24646184,23.29667281,22.73651715,22.47582614,21.5008837,27.06686214,"Redcar and Cleveland 018C",955
"156","E01012120","Redcar and Cleveland 020A","E06000003","Redcar and Cleveland","TLC","North East (England)",14.72070305,15.71669937,17.45528351,19.52413164,20.7798014,21.61124739,24.24734843,27.56880594,27.80931158,27.30109053,26.93496857,26.58941114,27.39856514,28.4760049,28.99091993,25.06906844,27.14996404,21.47667392,27.01155354,24.24309413,26.50833863,16.51618256,12.18853035,"Redcar and Cleveland 020A",697
"157","E01012121","Redcar and Cleveland 018D","E06000003","Redcar and Cleveland","TLC","North East (England)",6.47953094,6.605601933,7.019891428,7.24876001,7.371737677,7.536288993,7.970858353,8.695961007,9.108082753,9.913081037,9.986484284,9.647941668,9.656705942,11.16293669,11.74846038,12.63704129,8.193699825,6.203941988,6.655790652,6.510720556,3.208833133,3.017929085,3.121517446,"Redcar and Cleveland 018D",138
"158","E01012124","Redcar and Cleveland 020B","E06000003","Redcar and Cleveland","TLC","North East (England)",5.358871502,5.187000078,5.556710485,5.569144602,5.681381175,5.736064588,5.671394622,5.996608782,6.365030221,6.379824947,6.484041999,6.339714765,5.822794695,6.058799601,6.262872015,6.242440055,6.810346327,6.808955791,6.876189965,7.375062088,7.414145531,7.240441382,7.562212783,"Redcar and Cleveland 020B",197
"159","E01012127","Redcar and Cleveland 005A","E06000003","Redcar and Cleveland","TLC","North East (England)",1.988690249,1.964164346,2.131170571,2.136275984,2.143848124,2.158119106,2.084349185,2.27886815,2.370289901,2.41829891,2.323453645,2.190114148,1.973109797,2.008505557,2.053465445,2.833113624,0.58950249,1.206129193,0.300076707,0.360612831,8.975084684,12.49010085,14.16251132,"Redcar and Cleveland 005A",109
"160","E01012128","Redcar and Cleveland 005B","E06000003","Redcar and Cleveland","TLC","North East (England)",3.9823934,4.081593042,4.317620601,4.499753744,4.668128321,4.765797389,4.916975517,5.178573504,5.372737727,5.471483146,5.513323673,5.614331837,5.449522936,5.428627186,5.392499074,2.339310099,2.111710366,1.206129193,1.733551059,1.625091023,2.23774511,2.056712792,3.925717903,"Redcar and Cleveland 005B",54
"161","E01012129","Redcar and Cleveland 005C","E06000003","Redcar and Cleveland","TLC","North East (England)",5.819635939,6.016579201,6.203507661,6.334567885,6.606741123,6.849831248,7.195705491,7.485880208,7.785446607,7.919308666,8.124731222,8.315731063,8.177654642,8.043950007,7.548407867,11.1627713,11.65336452,11.36632593,12.86575478,10.72087447,12.88936921,13.61071827,14.42688108,"Redcar and Cleveland 005C",393
"162","E01012130","Redcar and Cleveland 005D","E06000003","Redcar and Cleveland","TLC","North East (England)",3.832299971,3.849876833,4.002105344,4.054381628,4.105629731,4.115572211,4.219975328,4.411091313,4.739219787,4.789035661,4.888489967,4.879915673,4.658592065,4.59838056,4.776432459,7.444841797,8.538557087,8.150196708,7.959081218,7.105511296,7.734478661,12.49010085,14.16251132,"Redcar and Cleveland 005D",124
"163","E01012131","Redcar and Cleveland 005E","E06000003","Redcar and Cleveland","TLC","North East (England)",2.474431051,2.525162646,2.738046783,2.843686312,2.943978993,3.08886355,3.202234181,3.429475816,3.496593828,3.581025881,3.539606771,3.590941069,3.505905122,3.549385618,3.510715155,2.27962313,4.893927408,12.24031557,15.83932521,18.12610034,8.975084684,7.585224248,5.381479807,"Redcar and Cleveland 005E",320
"164","E01012132","Redcar and Cleveland 016A","E06000003","Redcar and Cleveland","TLC","North East (England)",29.90232204,6.613020425,29.15729097,28.93309929,35.57340159,42.2986183,40.76068799,36.66825395,39.54577032,37.27617412,39.74945015,41.81127438,40.74148681,51.54278765,65.3980088,69.34555866,15.32440538,7.586079233,7.664422922,10.3249072,6.731233204,9.414416981,7.690084293,"Redcar and Cleveland 016A",413
"165","E01012134","Redcar and Cleveland 016B","E06000003","Redcar and Cleveland","TLC","North East (England)",29.90232204,46.68092792,29.15729097,28.93309929,35.57340159,42.2986183,40.76068799,36.66825395,39.54577032,37.27617412,39.74945015,41.81127438,40.74148681,51.54278765,65.3980088,69.34555866,118.4542199,120.9545416,96.5508295,73.78977537,81.25554174,91.12888301,78.12539244,"Redcar and Cleveland 016B",1131
"166","E01012136","Redcar and Cleveland 013D","E06000003","Redcar and Cleveland","TLC","North East (England)",6.141514274,6.645322225,6.656764882,6.914569915,7.309173224,7.585877601,8.292707884,8.687517772,9.359045271,9.532858761,9.93901882,10.53496979,10.46319338,10.06387016,10.46766307,10.11771677,11.64439217,10.62863015,10.70362443,10.31182703,9.445998445,9.791480418,9.618169136,"Redcar and Cleveland 013D",545
"167","E01012137","Redcar and Cleveland 016C","E06000003","Redcar and Cleveland","TLC","North East (England)",5.485702266,5.482513627,6.033086503,6.319858846,6.847881136,6.977851664,7.381600665,8.015502412,8.258092691,8.075129505,8.373239266,8.231492408,8.095592254,7.9674339,8.777345622,8.364133488,5.232412277,6.59443193,6.237620113,6.169030973,7.708552172,7.717225544,8.134278419,"Redcar and Cleveland 016C",225
"168","E01012138","Redcar and Cleveland 006A","E06000003","Redcar and Cleveland","TLC","North East (England)",13.60355401,14.14052418,14.54811405,14.66377777,14.98510496,15.88330598,16.36918959,16.75264013,16.9677223,16.79739718,16.27908031,15.52911539,15.1129642,15.16519168,16.14426461,16.59834827,19.21501405,18.48508105,19.77291909,19.68135983,19.69360169,18.93144537,17.56717456,"Redcar and Cleveland 006A",632
"169","E01012139","Redcar and Cleveland 006B","E06000003","Redcar and Cleveland","TLC","North East (England)",4.293715607,4.331905707,4.650306887,4.702095185,4.781599034,4.948454079,5.005040142,5.375404101,5.505759932,5.662130565,5.639853378,5.612207065,5.244910389,5.29483849,5.364431684,5.500693752,5.50893729,5.718095201,5.687296353,5.644124114,6.421915504,6.574251601,6.11285555,"Redcar and Cleveland 006B",217
"170","E01012140","Redcar and Cleveland 006C","E06000003","Redcar and Cleveland","TLC","North East (England)",2.245289305,2.179804104,2.327785438,2.342711346,2.36671423,2.39095523,2.395617939,2.528662859,2.695789766,2.700247556,2.709344566,2.673255833,2.493142355,2.504405234,2.515627113,2.711471216,3.200521672,3.239684501,3.635996221,3.361547914,3.809463609,3.238960678,2.955757984,"Redcar and Cleveland 006C",122
"171","E01012141","Redcar and Cleveland 006D","E06000003","Redcar and Cleveland","TLC","North East (England)",4.388122396,4.463057741,4.86103429,5.017355062,5.215108827,5.471905843,5.714637676,6.059146834,6.087095385,6.317556624,6.281363174,6.497549655,6.343804437,6.410327541,6.256528534,5.068593057,6.612807654,5.945479522,5.731883422,6.655988913,7.556342387,7.575213864,7.61656235,"Redcar and Cleveland 006D",169
"172","E01012142","Redcar and Cleveland 002B","E06000003","Redcar and Cleveland","TLC","North East (England)",5.678782272,6.059771824,6.580413187,7.042419358,7.573283851,7.99902601,8.530534769,9.034776963,8.954289044,9.407498989,9.3664232,9.917542289,10.06156773,10.19948547,9.824384721,9.699035888,6.222345683,5.074496696,11.21757354,9.198646379,12.28274189,11.75101099,10.96763575,"Redcar and Cleveland 002B",462
"173","E01012143","Redcar and Cleveland 002C","E06000003","Redcar and Cleveland","TLC","North East (England)",6.878757733,6.969204881,5.516803723,4.982169979,5.88795114,5.345999265,5.73131356,5.468535976,4.117388375,4.228920676,5.40780009,4.8605374,5.086522851,5.855601221,7.061524739,10.40924412,10.90003331,8.500432845,5.505528673,3.82400962,3.056669246,2.528963667,2.734531922,"Redcar and Cleveland 002C",81
"174","E01012144","Redcar and Cleveland 002D","E06000003","Redcar and Cleveland","TLC","North East (England)",6.878757733,6.969204881,8.391824751,9.003541932,9.663757138,10.25570281,11.06210874,11.74163799,11.43440586,12.02097062,11.97936808,12.71895242,8.518646603,8.573191106,12.60076268,10.40924412,11.96949319,11.30069648,11.20759305,11.07164758,14.38244317,10.09301719,11.74191741,"Redcar and Cleveland 002D",425
"175","E01012145","Redcar and Cleveland 015B","E06000003","Redcar and Cleveland","TLC","North East (England)",7.424338546,7.473555813,7.96695305,8.359954069,8.91289457,9.302444439,10.00875708,10.40977263,10.85083151,10.98435775,10.63671262,10.71495018,10.79555829,10.66331561,10.69273629,9.82308283,7.808370104,15.1019679,15.24297892,9.968811585,10.63150852,11.21313197,17.57387289,"Redcar and Cleveland 015B",514
"176","E01012146","Redcar and Cleveland 022A","E06000003","Redcar and Cleveland","TLC","North East (England)",7.008716258,7.185340738,7.40084201,7.536213419,7.69565742,7.754511144,8.186077404,8.602774427,9.372124802,9.73977003,9.97130153,9.965639497,9.64838064,10.08590085,10.41874555,12.0781355,13.25788484,4.621633283,5.559388299,5.249157014,5.661627795,4.709448026,4.564565323,"Redcar and Cleveland 022A",114
"177","E01012147","Redcar and Cleveland 015C","E06000003","Redcar and Cleveland","TLC","North East (England)",4.547906073,4.414126699,4.720188017,4.673852263,4.670772805,4.711657468,4.82897423,5.204582379,5.368323198,5.415714324,5.398260755,5.230543598,4.706796558,4.941978115,5.094425063,5.509099764,5.902661247,12.35455029,11.94080763,13.26663663,11.52372599,11.26823178,5.098520069,"Redcar and Cleveland 015C",118
"178","E01012148","Redcar and Cleveland 021A","E06000003","Redcar and Cleveland","TLC","North East (England)",2.059338981,2.168327667,2.291239482,2.235647359,2.262305554,2.367122442,2.565370208,2.776860789,2.919138438,3.001016417,3.064906321,3.545104262,3.517322444,3.969759739,4.97026438,4.422030797,4.700890055,5.492748511,5.396239711,6.016670509,7.762477247,5.665125227,7.291482639,"Redcar and Cleveland 021A",180
"179","E01012149","Redcar and Cleveland 015D","E06000003","Redcar and Cleveland","TLC","North East (England)",4.186972108,4.027248571,4.366555695,4.354575121,4.309798622,4.399388478,4.371666829,4.70388939,4.940344911,4.980573324,4.966795285,4.841791407,4.402895529,4.436726591,4.578376053,4.220149947,3.916339968,3.978987754,4.898397187,4.589512598,4.754710688,4.263493005,4.275124556,"Redcar and Cleveland 015D",104
"180","E01012150","Redcar and Cleveland 021B","E06000003","Redcar and Cleveland","TLC","North East (England)",4.704256729,4.881181024,5.208815927,5.547757532,5.938754614,6.09056458,6.439897484,6.801604091,6.883727263,7.11144887,7.097985541,7.514440411,7.628174942,7.644529888,7.431197919,7.171444371,6.951757687,6.759167151,6.349335239,7.765570927,6.138675839,7.610919076,9.07507131,"Redcar and Cleveland 021B",232
"181","E01012151","Redcar and Cleveland 021C","E06000003","Redcar and Cleveland","TLC","North East (England)",4.162960494,4.042681419,4.326910817,4.396670007,4.492114094,4.523376084,4.554464836,4.9289029,5.288023742,5.285441996,5.218909376,5.332169902,5.212111534,4.992146747,4.921225988,5.51758668,5.073794682,4.659591015,4.758926357,4.468370855,4.713000432,4.592157232,4.157315539,"Redcar and Cleveland 021C",165
"182","E01012152","Redcar and Cleveland 021D","E06000003","Redcar and Cleveland","TLC","North East (England)",6.733778629,7.078427866,7.664634894,8.077471355,8.529860302,9.033666284,9.572925856,10.1633226,10.09212714,10.55521842,10.60808405,11.07090352,11.02624632,11.02268454,10.76432889,12.80973428,13.32753,11.7978669,12.61940763,12.67577191,13.03275836,15.42436419,15.94205606,"Redcar and Cleveland 021D",431
"183","E01012154","Redcar and Cleveland 006E","E06000003","Redcar and Cleveland","TLC","North East (England)",4.96386108,5.094481758,5.534823144,5.742701255,5.938437164,6.221833257,6.471032171,6.965911825,7.017752165,7.291421682,7.258660358,7.398804698,7.127516036,7.254818632,7.23298034,7.318924635,5.267435614,5.801147207,6.353358189,6.09419719,6.884848523,7.571661028,7.474257796,"Redcar and Cleveland 006E",152
"184","E01012155","Redcar and Cleveland 006F","E06000003","Redcar and Cleveland","TLC","North East (England)",3.264532602,3.290041565,3.572201096,3.553908974,3.703848302,4.058368605,4.089386216,4.437580544,4.681895235,4.908126543,5.083886933,4.964791636,4.382546789,4.476979061,4.399450821,4.728513341,4.540728586,4.026692692,3.763573064,4.174068178,5.966705026,5.690095454,5.240607398,"Redcar and Cleveland 006F",163
"185","E01012156","Redcar and Cleveland 006G","E06000003","Redcar and Cleveland","TLC","North East (England)",2.66385561,2.556295448,2.753246786,2.741415544,2.694130729,2.698021759,2.638160531,2.844394672,2.999191192,2.998132212,2.977553449,2.89902044,2.620210829,2.657747276,2.776767276,2.975902652,3.30277268,3.378346268,3.773360264,3.832296813,4.191556783,3.924350195,3.802486466,"Redcar and Cleveland 006G",135
"186","E01012157","Redcar and Cleveland 006H","E06000003","Redcar and Cleveland","TLC","North East (England)",10.45853337,10.99396551,11.22276213,11.87556241,12.91989808,13.46935862,15.28232343,15.83139039,17.13207279,17.05341631,17.0032217,17.01676568,17.09150306,17.32477189,17.00248179,15.73010452,15.04761135,18.21483613,17.72296749,16.00151984,15.85819239,18.74661217,16.49633628,"Redcar and Cleveland 006H",691
"187","E01012158","Redcar and Cleveland 007A","E06000003","Redcar and Cleveland","TLC","North East (England)",6.254043098,6.201498918,6.633074482,6.820336251,6.996586327,7.165978133,7.349866119,8.274450983,8.856453575,8.994550234,8.895942223,8.60214952,8.043772727,8.426626321,8.73568873,9.624883456,12.56467024,10.51410509,8.23868353,9.506961514,9.783952834,12.54005019,12.78526253,"Redcar and Cleveland 007A",419
